,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
49,requests,627,0,43,670,1093,44,0.26660113356434295,0.3831455046331081,0.09704451926674161,0.9625,0,64,41,0,64,41,0,0,0,0,72,-1.0
48,instruction,649,0,46,695,1133,45,0.2615029859889909,0.38262310606060607,0.10243128964059209,0.9563492063492063,0,67,41,0,67,41,0,0,0,0,75,3.992942818336443
67,instruction,310,0,16,326,500,25,0.3403340906115819,0.3911616161616162,0.08674242424242423,1.0,0,33,19,0,29,19,0,0,0,0,34,-1.0
47,instruction,669,0,47,716,1159,46,0.2634868348150826,0.3815814393939394,0.10088090204369285,0.9563492063492063,0,70,41,0,70,41,0,0,0,0,78,-1.0
45,instruction,704,0,49,753,1200,49,0.27800056990309624,0.38087695133149674,0.10609465440926122,0.9496124031007752,0,75,41,0,75,41,0,0,0,0,83,-1.0
44,assertives,729,0,55,784,1278,49,0.2473335084054295,0.3835790335790335,0.11269696969696975,0.9479166666666669,0,77,48,0,77,48,0,0,0,0,85,4.003328016913813
43,requests,746,0,55,801,1295,50,0.2592449459434724,0.3835790335790335,0.11269696969696975,0.9479166666666669,0,79,48,0,79,48,0,0,0,0,87,-1.0
41,directives(request),789,0,59,848,1381,50,0.24955897191086732,0.38013896931094376,0.1054888507718697,0.9509803921568626,0,84,49,0,84,49,0,0,0,0,92,3.989634489425196
40,instruction,805,0,60,865,1409,51,0.25108920504544907,0.38039772727272714,0.10521885521885528,0.9519230769230768,0,85,49,0,85,49,0,0,0,0,93,3.991991393296846
32,requests,947,0,71,1018,1659,60,0.2528700420685738,0.3795293359123145,0.10381770460510623,0.9535519125683058,0,95,58,0,94,58,0,0,0,0,106,3.9868952957943
33,requests,927,0,68,995,1621,57,0.2568394436128991,0.38012723924326125,0.10084451068057632,0.9576271186440677,0,94,58,0,94,58,0,0,0,0,106,3.9903446292093103
30,requests,986,0,74,1060,1728,61,0.2506162908364685,0.3789440799750078,0.10189683090446455,0.9550264550264549,0,99,60,0,94,60,0,0,0,0,112,3.9800809480961727
31,instruction,966,0,72,1038,1690,60,0.25567873826931276,0.37940663176265266,0.1031007751937985,0.954301075268817,0,97,58,0,94,58,0,0,0,0,110,3.978372874218471
36,instruction,875,0,64,939,1521,55,0.2586663961682508,0.3799354491662183,0.10271132376395539,0.9545454545454544,0,92,54,0,92,54,0,0,0,0,100,-1.0
37,instruction,859,0,64,923,1505,53,0.24931156051010844,0.3799354491662183,0.10271132376395539,0.9545454545454544,0,90,54,0,90,54,0,0,0,0,98,3.9924641631813844
34,instruction,910,0,67,977,1592,56,0.2550477018407744,0.38026898195437514,0.10156565656565662,0.9568965517241378,0,94,57,0,94,57,0,0,0,0,104,3.993422021894949
35,commissives,893,0,66,959,1563,55,0.2531977886877168,0.380034632034632,0.10174627632254757,0.9561403508771928,0,92,57,0,92,57,0,0,0,0,100,3.991365935864536
38,requests,844,0,63,907,1478,52,0.24849286178444205,0.37968236582694403,0.10292207792207797,0.9537037037037036,0,89,54,0,89,54,0,0,0,0,97,3.99027164256405
39,instruction,826,0,61,887,1436,52,0.25419267619054126,0.3795643939393939,0.1039842873176207,0.9519230769230768,0,87,49,0,87,49,0,0,0,0,95,-1.0
